Potencial	Intensidad	Potencial	Intensidad
281.157	-0.2891	--	--
280.174	-0.2922	--	--
279.193	-0.2948	--	--
278.194	-0.2964	--	--
277.19	-0.3006	--	--
276.181	-0.3022	--	--
275.165	-0.3033	--	--
274.151	-0.3067	--	--
273.156	-0.3076	--	--
272.169	-0.3091	--	--
271.162	-0.3118	--	--
270.16	-0.3122	--	--
269.156	-0.314	--	--
268.132	-0.316	--	--
267.141	-0.3185	--	--
266.15	-0.3222	--	--
265.15	-0.3241	--	--
264.164	-0.3272	--	--
263.163	-0.3292	--	--
262.16	-0.3299	--	--
261.174	-0.3334	--	--
260.177	-0.3351	--	--
259.192	-0.3361	--	--
258.178	-0.3395	--	--
257.161	-0.3404	--	--
256.178	-0.3416	--	--
255.188	-0.3459	--	--
254.208	-0.3487	--	--
253.223	-0.3526	--	--
252.214	-0.3563	--	--
251.178	-0.3581	--	--
250.162	-0.3606	--	--
249.151	-0.362	--	--
248.142	-0.3653	--	--
247.165	-0.3683	--	--
246.158	-0.369	--	--
245.156	-0.3722	--	--
244.165	-0.3734	--	--
243.16	-0.3745	--	--
242.182	-0.3792	--	--
241.191	-0.3819	--	--
240.174	-0.3858	--	--
239.169	-0.39	--	--
238.161	-0.3918	--	--
237.162	-0.3944	--	--
236.183	-0.3959	--	--
235.18	-0.3984	--	--
234.179	-0.4019	--	--
233.17	-0.4037	--	--
232.181	-0.4073	--	--
231.194	-0.4094	--	--
230.213	-0.411	--	--
229.209	-0.4163	--	--
228.179	-0.4195	--	--
227.157	-0.4227	--	--
226.151	-0.4279	--	--
225.16	-0.4291	--	--
224.171	-0.4309	--	--
223.197	-0.434	--	--
222.195	-0.4356	--	--
221.181	-0.4394	--	--
220.185	-0.4432	--	--
219.174	-0.4467	--	--
218.169	-0.4502	--	--
217.189	-0.453	--	--
216.19	-0.4568	--	--
215.195	-0.4604	--	--
214.207	-0.4631	--	--
213.196	-0.466	--	--
212.2	-0.4682	--	--
211.203	-0.4693	--	--
210.206	-0.4732	--	--
209.223	-0.4762	--	--
208.224	-0.4793	--	--
207.222	-0.4836	--	--
206.228	-0.4851	--	--
205.236	-0.4884	--	--
204.248	-0.4916	--	--
203.264	-0.4954	--	--
202.245	-0.5003	--	--
201.248	-0.5027	--	--
200.236	-0.5062	--	--
199.24	-0.5092	--	--
198.252	-0.5102	--	--
197.219	-0.5148	--	--
196.214	-0.5177	--	--
195.198	-0.5207	--	--
194.182	-0.5259	--	--
193.197	-0.5282	--	--
192.189	-0.5303	--	--
191.208	-0.5334	--	--
190.23	-0.5353	--	--
189.23	-0.5391	--	--
188.241	-0.5423	--	--
187.238	-0.5443	--	--
186.224	-0.5471	--	--
185.23	-0.5484	--	--
184.226	-0.5524	--	--
183.204	-0.5558	--	--
182.215	-0.5573	--	--
181.198	-0.561	--	--
180.186	-0.5622	--	--
179.193	-0.5639	--	--
178.192	-0.5679	--	--
177.2	-0.5695	--	--
176.197	-0.573	--	--
175.177	-0.5763	--	--
174.174	-0.5783	--	--
173.185	-0.5819	--	--
172.207	-0.5833	--	--
171.235	-0.5857	--	--
170.223	-0.5883	--	--
169.229	-0.5891	--	--
168.222	-0.5922	--	--
167.223	-0.5934	--	--
166.244	-0.5943	--	--
165.229	-0.598	--	--
164.221	-0.5995	--	--
163.208	-0.6025	--	--
162.195	-0.6055	--	--
161.193	-0.6062	--	--
160.204	-0.607	--	--
159.216	-0.6083	--	--
158.219	-0.6097	--	--
157.211	-0.6125	--	--
156.205	-0.614	--	--
155.191	-0.6153	--	--
154.199	-0.6167	--	--
153.212	-0.616	--	--
152.236	-0.6193	--	--
151.245	-0.622	--	--
150.24	-0.6241	--	--
149.23	-0.6279	--	--
148.204	-0.6291	--	--
147.209	-0.6295	--	--
146.207	-0.631	--	--
145.217	-0.6317	--	--
144.216	-0.6326	--	--
143.207	-0.6342	--	--
142.201	-0.6345	--	--
141.191	-0.6349	--	--
140.204	-0.6361	--	--
139.203	-0.6385	--	--
138.194	-0.6414	--	--
137.191	-0.6429	--	--
136.19	-0.6444	--	--
135.199	-0.6442	--	--
134.206	-0.6427	--	--
133.232	-0.6451	--	--
132.228	-0.6457	--	--
131.231	-0.6454	--	--
130.234	-0.6481	--	--
129.234	-0.6475	--	--
128.243	-0.6481	--	--
127.245	-0.651	--	--
126.245	-0.6523	--	--
125.221	-0.6541	--	--
124.211	-0.6562	--	--
123.188	-0.6564	--	--
122.176	-0.6569	--	--
121.21	-0.6565	--	--
120.189	-0.6575	--	--
119.205	-0.6588	--	--
118.235	-0.6585	--	--
117.225	-0.6612	--	--
116.245	-0.6609	--	--
115.254	-0.661	--	--
114.236	-0.6648	--	--
113.217	-0.665	--	--
112.217	-0.6668	--	--
111.22	-0.6681	--	--
110.223	-0.6667	--	--
109.24	-0.6676	--	--
108.251	-0.6673	--	--
107.248	-0.6685	--	--
106.26	-0.6699	--	--
105.282	-0.6697	--	--
104.278	-0.6717	--	--
103.282	-0.6717	--	--
102.267	-0.6718	--	--
101.269	-0.6746	--	--
100.28	-0.6759	--	--
99.266	-0.6767	--	--
98.27	-0.679	--	--
97.257	-0.6783	--	--
96.258	-0.6781	--	--
95.259	-0.68	--	--
94.243	-0.6806	--	--
93.232	-0.6819	--	--
92.213	-0.6828	--	--
91.225	-0.6829	--	--
90.238	-0.6836	--	--
89.246	-0.6846	--	--
88.252	-0.6866	--	--
87.23	-0.6877	--	--
86.237	-0.6872	--	--
85.21	-0.6885	--	--
84.21	-0.6879	--	--
83.227	-0.688	--	--
82.213	-0.6904	--	--
81.232	-0.6908	--	--
80.243	-0.6919	--	--
79.233	-0.6935	--	--
78.254	-0.6934	--	--
77.258	-0.6936	--	--
76.242	-0.6939	--	--
75.264	-0.6952	--	--
74.26	-0.6968	--	--
73.26	-0.6968	--	--
72.257	-0.6987	--	--
71.253	-0.699	--	--
70.259	-0.6983	--	--
69.261	-0.7007	--	--
68.274	-0.7014	--	--
67.258	-0.7024	--	--
66.261	-0.7041	--	--
65.262	-0.7036	--	--
64.276	-0.7035	--	--
63.294	-0.7045	--	--
62.291	-0.7051	--	--
61.285	-0.7069	--	--
60.258	-0.7079	--	--
59.264	-0.708	--	--
58.267	-0.7092	--	--
57.276	-0.7094	--	--
56.284	-0.7115	--	--
55.292	-0.7127	--	--
54.288	-0.7121	--	--
53.284	-0.7137	--	--
52.291	-0.7131	--	--
51.308	-0.7121	--	--
50.318	-0.7155	--	--
49.321	-0.7161	--	--
48.327	-0.7182	--	--
47.308	-0.7214	--	--
46.29	-0.7217	--	--
45.292	-0.7219	--	--
44.296	-0.7214	--	--
43.268	-0.7217	--	--
42.266	-0.7224	--	--
41.251	-0.7229	--	--
40.231	-0.7233	--	--
39.241	-0.7233	--	--
38.254	-0.7226	--	--
37.269	-0.7251	--	--
36.275	-0.7274	--	--
35.266	-0.7284	--	--
34.258	-0.7309	--	--
33.245	-0.7309	--	--
32.253	-0.7306	--	--
31.267	-0.7325	--	--
30.272	-0.7325	--	--
29.277	-0.7332	--	--
28.284	-0.7338	--	--
27.279	-0.7337	--	--
26.291	-0.7345	--	--
25.305	-0.7344	--	--
24.309	-0.7366	--	--
23.315	-0.7385	--	--
22.308	-0.7392	--	--
21.29	-0.7412	--	--
20.29	-0.741	--	--
19.298	-0.7401	--	--
18.287	-0.7412	--	--
17.302	-0.7414	--	--
16.291	-0.7423	--	--
15.299	-0.7441	--	--
14.334	-0.7446	--	--
13.334	-0.7453	--	--
12.339	-0.7464	--	--
11.327	-0.7478	--	--
10.294	-0.7492	--	--
9.279	-0.7494	--	--
8.27	-0.7508	--	--
7.277	-0.7507	--	--
6.296	-0.7499	--	--
5.319	-0.7519	--	--
4.333	-0.7511	--	--
3.332	-0.7513	--	--
2.351	-0.7534	--	--
1.345	-0.7531	--	--
0.352	-0.7531	--	--
-0.606	-0.7499	--	--
-1.59	-0.7485	--	--
-2.565	-0.7492	--	--
-3.543	-0.751	--	--
-4.563	-0.7552	--	--
-5.575	-0.7581	--	--
-6.573	-0.7594	--	--
-7.561	-0.7621	--	--
-8.552	-0.7642	--	--
-9.554	-0.7641	--	--
-10.55	-0.7657	--	--
-11.561	-0.765	--	--
-12.553	-0.7643	--	--
-13.545	-0.7665	--	--
-14.544	-0.7668	--	--
-15.548	-0.7659	--	--
-16.566	-0.7675	--	--
-17.577	-0.7662	--	--
-18.591	-0.7654	--	--
-19.594	-0.7661	--	--
-20.602	-0.7655	--	--
-21.609	-0.7664	--	--
-22.584	-0.766	--	--
-23.592	-0.7644	--	--
-24.577	-0.7626	--	--
-25.55	-0.7585	--	--
-26.555	-0.759	--	--
-27.535	-0.7614	--	--
-28.524	-0.7633	--	--
-29.537	-0.7683	--	--
-30.542	-0.7705	--	--
-31.556	-0.7719	--	--
-32.565	-0.7748	--	--
-33.561	-0.7755	--	--
-34.565	-0.776	--	--
-35.577	-0.776	--	--
-36.583	-0.775	--	--
-37.586	-0.7758	--	--
-38.577	-0.7761	--	--
-39.576	-0.7766	--	--
-40.575	-0.7775	--	--
-41.564	-0.7769	--	--
-42.555	-0.778	--	--
-43.545	-0.7784	--	--
-44.529	-0.7782	--	--
-45.537	-0.7794	--	--
-46.554	-0.7787	--	--
-47.535	-0.7783	--	--
-48.522	-0.7783	--	--
-49.512	-0.7772	--	--
-50.504	-0.7766	--	--
-51.504	-0.7772	--	--
-52.525	-0.7789	--	--
-53.549	-0.78	--	--
-54.545	-0.7814	--	--
-55.55	-0.7829	--	--
-56.539	-0.7833	--	--
-57.528	-0.7828	--	--
-58.546	-0.7837	--	--
-59.555	-0.7838	--	--
-60.558	-0.7833	--	--
-61.563	-0.7847	--	--
-62.572	-0.7836	--	--
-63.562	-0.7828	--	--
-64.582	-0.7838	--	--
-65.569	-0.7837	--	--
-66.547	-0.7855	--	--
-67.567	-0.7858	--	--
-68.566	-0.7858	--	--
-69.572	-0.7855	--	--
-70.569	-0.7835	--	--
-71.564	-0.7844	--	--
-72.56	-0.7838	--	--
-73.573	-0.783	--	--
-74.568	-0.7841	--	--
-75.551	-0.7833	--	--
-76.544	-0.7827	--	--
-77.535	-0.7847	--	--
-78.528	-0.785	--	--
-79.539	-0.7855	--	--
-80.539	-0.7869	--	--
-81.538	-0.7859	--	--
-82.56	-0.7857	--	--
-83.56	-0.7847	--	--
-84.555	-0.7841	--	--
-85.549	-0.7853	--	--
-86.545	-0.7849	--	--
-87.548	-0.7857	--	--
-88.562	-0.7851	--	--
-89.547	-0.7831	--	--
-90.545	-0.7844	--	--
-91.533	-0.7842	--	--
-92.53	-0.784	--	--
-93.557	-0.7848	--	--
-94.544	-0.7831	--	--
-95.532	-0.7827	--	--
-96.526	-0.7826	--	--
-97.508	-0.7832	--	--
-98.114	-0.7428	--	--
-98.206	-0.6926	--	--
-97.807	-0.6369	--	--
-96.904	-0.5753	--	--
-95.9	-0.5508	--	--
-94.931	-0.533	--	--
-93.928	-0.5169	--	--
-92.916	-0.5019	--	--
-91.911	-0.4902	--	--
-90.903	-0.4786	--	--
-89.887	-0.4671	--	--
-88.915	-0.4588	--	--
-87.903	-0.449	--	--
-86.882	-0.4401	--	--
-85.897	-0.4333	--	--
-84.891	-0.4256	--	--
-83.897	-0.4192	--	--
-82.894	-0.4125	--	--
-81.897	-0.4054	--	--
-80.881	-0.3984	--	--
-79.884	-0.3912	--	--
-78.882	-0.385	--	--
-77.86	-0.3795	--	--
-76.853	-0.3738	--	--
-75.874	-0.3687	--	--
-74.9	-0.3625	--	--
-73.908	-0.3554	--	--
-72.92	-0.349	--	--
-71.926	-0.3419	--	--
-70.925	-0.3358	--	--
-69.939	-0.3307	--	--
-68.946	-0.3257	--	--
-67.927	-0.3217	--	--
-66.921	-0.3175	--	--
-65.909	-0.3144	--	--
-64.898	-0.3111	--	--
-63.902	-0.307	--	--
-62.91	-0.3036	--	--
-61.916	-0.2988	--	--
-60.917	-0.2933	--	--
-59.916	-0.2897	--	--
-58.916	-0.285	--	--
-57.911	-0.2804	--	--
-56.912	-0.2768	--	--
-55.914	-0.2715	--	--
-54.892	-0.2664	--	--
-53.888	-0.2625	--	--
-52.892	-0.2589	--	--
-51.881	-0.256	--	--
-50.908	-0.2532	--	--
-49.924	-0.2499	--	--
-48.934	-0.246	--	--
-47.941	-0.2411	--	--
-46.936	-0.2376	--	--
-45.931	-0.2335	--	--
-44.919	-0.2286	--	--
-43.926	-0.2256	--	--
-42.914	-0.2209	--	--
-41.907	-0.2161	--	--
-40.909	-0.2134	--	--
-39.889	-0.2091	--	--
-38.89	-0.2056	--	--
-37.894	-0.2031	--	--
-36.885	-0.1992	--	--
-35.915	-0.1958	--	--
-34.903	-0.1925	--	--
-33.889	-0.189	--	--
-32.897	-0.1857	--	--
-31.881	-0.182	--	--
-30.891	-0.1788	--	--
-29.904	-0.1749	--	--
-28.893	-0.1701	--	--
-27.879	-0.1673	--	--
-26.902	-0.1638	--	--
-25.9	-0.1601	--	--
-24.914	-0.1584	--	--
-23.933	-0.1545	--	--
-22.921	-0.1505	--	--
-21.915	-0.1481	--	--
-20.914	-0.1444	--	--
-19.931	-0.1414	--	--
-18.943	-0.1385	--	--
-17.958	-0.1354	--	--
-16.924	-0.1327	--	--
-15.888	-0.128	--	--
-14.866	-0.1254	--	--
-13.855	-0.1221	--	--
-12.895	-0.1181	--	--
-11.902	-0.1167	--	--
-10.906	-0.1129	--	--
-9.906	-0.1084	--	--
-8.881	-0.1061	--	--
-7.902	-0.1024	--	--
-6.897	-0.0992	--	--
-5.892	-0.097	--	--
-4.893	-0.093	--	--
-3.875	-0.0899	--	--
-2.877	-0.0899	--	--
-1.911	-0.088	--	--
-0.964	-0.0866	--	--
-1E-3	-0.085	--	--
0.952	-0.0804	--	--
1.95	-0.0773	--	--
2.967	-0.0726	--	--
3.988	-0.0696	--	--
4.994	-0.0667	--	--
5.988	-0.0631	--	--
6.979	-0.0622	--	--
7.961	-0.0582	--	--
8.975	-0.0547	--	--
9.959	-0.0522	--	--
10.983	-0.0489	--	--
11.97	-0.0473	--	--
12.969	-0.0446	--	--
13.98	-0.042	--	--
14.933	-0.0396	--	--
15.928	-0.0352	--	--
16.929	-0.0335	--	--
17.94	-0.0305	--	--
18.96	-0.0264	--	--
19.98	-0.0252	--	--
20.99	-0.0206	--	--
21.984	-0.0169	--	--
22.989	-0.0153	--	--
23.979	-0.0124	--	--
24.969	-0.011	--	--
25.957	-0.0102	--	--
26.953	-0.007	--	--
27.947	-0.0044	--	--
28.931	-0.0014	--	--
29.927	1E-3	--	--
30.916	0.0031	--	--
31.92	0.0061	--	--
32.918	0.0084	--	--
33.923	0.0119	--	--
34.942	0.0164	--	--
35.927	0.0184	--	--
36.93	0.0212	--	--
37.939	0.0242	--	--
38.908	0.0248	--	--
39.906	0.0279	--	--
40.893	0.031	--	--
41.877	0.0327	--	--
42.886	0.0355	--	--
43.893	0.037	--	--
44.891	0.0388	--	--
45.908	0.0414	--	--
46.906	0.0439	--	--
47.929	0.0482	--	--
48.952	0.0497	--	--
49.932	0.0518	--	--
50.933	0.0545	--	--
51.915	0.0549	--	--
52.896	0.0582	--	--
53.908	0.0618	--	--
54.888	0.0632	--	--
55.89	0.0661	--	--
56.897	0.0686	--	--
57.882	0.0695	--	--
58.899	0.072	--	--
59.906	0.0745	--	--
60.925	0.0772	--	--
61.931	0.0794	--	--
62.931	0.0815	--	--
63.899	0.0838	--	--
64.868	0.0847	--	--
65.856	0.087	--	--
66.859	0.091	--	--
67.879	0.0927	--	--
68.892	0.0955	--	--
69.918	0.0988	--	--
70.919	0.0994	--	--
71.928	0.1022	--	--
72.915	0.1054	--	--
73.906	0.107	--	--
74.911	0.1096	--	--
75.896	0.1111	--	--
76.893	0.1122	--	--
77.87	0.114	--	--
78.848	0.116	--	--
79.847	0.1196	--	--
80.856	0.121	--	--
81.881	0.1231	--	--
82.896	0.1267	--	--
83.909	0.128	--	--
84.898	0.132	--	--
85.89	0.1362	--	--
86.876	0.1372	--	--
87.852	0.1397	--	--
88.857	0.141	--	--
89.839	0.1416	--	--
90.852	0.1443	--	--
91.856	0.1464	--	--
92.861	0.1485	--	--
93.881	0.1508	--	--
94.871	0.1527	--	--
95.867	0.1555	--	--
96.861	0.1579	--	--
97.881	0.1615	--	--
98.923	0.1659	--	--
99.959	0.1672	--	--
100.982	0.1691	--	--
101.972	0.1708	--	--
102.965	0.17	--	--
103.95	0.1728	--	--
104.949	0.1756	--	--
105.941	0.1773	--	--
106.904	0.1802	--	--
107.88	0.1819	--	--
108.849	0.1837	--	--
109.862	0.1857	--	--
110.877	0.1883	--	--
111.899	0.1921	--	--
112.916	0.1942	--	--
113.895	0.1967	--	--
114.919	0.1997	--	--
115.899	0.1999	--	--
116.903	0.2027	--	--
117.899	0.2061	--	--
118.862	0.2073	--	--
119.872	0.2105	--	--
120.876	0.2126	--	--
121.882	0.2134	--	--
122.898	0.2161	--	--
123.885	0.2185	--	--
124.869	0.2213	--	--
125.866	0.2228	--	--
126.853	0.2244	--	--
127.867	0.2268	--	--
128.859	0.2284	--	--
129.857	0.2322	--	--
130.86	0.237	--	--
131.858	0.2383	--	--
132.876	0.2412	--	--
133.865	0.244	--	--
134.861	0.2443	--	--
135.85	0.2479	--	--
136.831	0.2509	--	--
137.848	0.253	--	--
138.855	0.2559	--	--
139.852	0.2574	--	--
140.86	0.2591	--	--
141.842	0.261	--	--
142.831	0.2634	--	--
143.83	0.2677	--	--
144.837	0.2699	--	--
145.835	0.2729	--	--
146.848	0.2767	--	--
147.846	0.2784	--	--
148.846	0.2824	--	--
149.874	0.286	--	--
150.875	0.2871	--	--
151.899	0.2889	--	--
152.906	0.2902	--	--
153.91	0.2909	--	--
154.899	0.2939	--	--
155.894	0.2967	--	--
156.874	0.2997	--	--
157.853	0.3021	--	--
158.854	0.3042	--	--
159.843	0.3076	--	--
160.851	0.3102	--	--
161.83	0.3141	--	--
162.833	0.3188	--	--
163.839	0.3207	--	--
164.86	0.3238	--	--
165.877	0.3271	--	--
166.859	0.3276	--	--
167.837	0.3308	--	--
168.846	0.3338	--	--
169.858	0.3352	--	--
170.873	0.3383	--	--
171.901	0.341	--	--
172.864	0.3436	--	--
173.859	0.3465	--	--
174.85	0.3501	--	--
175.872	0.3541	--	--
176.888	0.3561	--	--
177.883	0.3592	--	--
178.887	0.3623	--	--
179.861	0.3629	--	--
180.854	0.3665	--	--
181.846	0.3708	--	--
182.856	0.3724	--	--
183.881	0.3764	--	--
184.888	0.3789	--	--
185.907	0.3801	--	--
186.876	0.3834	--	--
187.841	0.386	--	--
188.842	0.3896	--	--
189.831	0.3919	--	--
190.835	0.3938	--	--
191.846	0.3975	--	--
192.859	0.3991	--	--
193.856	0.4027	--	--
194.9	0.4077	--	--
195.908	0.4085	--	--
196.897	0.4109	--	--
197.927	0.4147	--	--
198.887	0.4155	--	--
199.886	0.4196	--	--
200.901	0.4233	--	--
201.899	0.4246	--	--
202.92	0.4269	--	--
203.916	0.4276	--	--
204.885	0.4289	--	--
205.857	0.4305	--	--
206.851	0.4325	--	--
207.839	0.4367	--	--
208.846	0.4385	--	--
209.871	0.4408	--	--
210.867	0.4446	--	--
211.884	0.4452	--	--
212.879	0.4483	--	--
213.871	0.452	--	--
214.874	0.4526	--	--
215.852	0.4545	--	--
216.844	0.4561	--	--
217.839	0.4559	--	--
218.84	0.4583	--	--
219.847	0.4603	--	--
220.858	0.4624	--	--
221.828	0.4646	--	--
222.823	0.4651	--	--
223.829	0.4674	--	--
224.835	0.4689	--	--
225.839	0.4714	--	--
226.837	0.4758	--	--
227.833	0.4761	--	--
228.818	0.4774	--	--
229.832	0.4788	--	--
230.82	0.4776	--	--
231.811	0.4798	--	--
232.82	0.4812	--	--
233.824	0.4819	--	--
234.833	0.4833	--	--
235.828	0.4845	--	--
236.815	0.4851	--	--
237.797	0.4858	--	--
238.79	0.4874	--	--
239.819	0.4905	--	--
240.826	0.4912	--	--
241.84	0.4921	--	--
242.848	0.4933	--	--
243.811	0.4917	--	--
244.807	0.4935	--	--
245.805	0.4961	--	--
246.802	0.4966	--	--
247.8	0.4982	--	--
248.81	0.499	--	--
249.798	0.4977	--	--
250.804	0.4991	--	--
251.823	0.4999	--	--
252.828	0.5011	--	--
253.824	0.502	--	--
254.827	0.5009	--	--
255.831	0.5017	--	--
256.826	0.5013	--	--
257.833	0.502	--	--
258.833	0.5044	--	--
259.819	0.5042	--	--
260.815	0.5048	--	--
261.822	0.5061	--	--
262.794	0.5052	--	--
263.822	0.5069	--	--
264.818	0.5081	--	--
265.816	0.5083	--	--
266.828	0.5083	--	--
267.807	0.508	--	--
268.782	0.5077	--	--
269.773	0.5075	--	--
270.771	0.5083	--	--
271.768	0.5094	--	--
272.802	0.5092	--	--
273.808	0.5099	--	--
274.82	0.5113	--	--
275.812	0.5099	--	--
276.816	0.5113	--	--
277.838	0.5127	--	--
278.832	0.5118	--	--
279.839	0.5123	--	--
280.831	0.5112	--	--
281.816	0.5099	--	--
282.808	0.5105	--	--
283.826	0.5104	--	--
284.818	0.511	--	--
285.799	0.5114	--	--
286.803	0.5108	--	--
287.782	0.5122	--	--
288.778	0.5122	--	--
289.787	0.5125	--	--
290.801	0.5148	--	--
291.794	0.5135	--	--
292.78	0.5136	--	--
293.793	0.5142	--	--
294.782	0.5129	--	--
295.795	0.5147	--	--
296.797	0.5161	--	--
297.782	0.516	--	--
298.776	0.5165	--	--
299.769	0.5159	--	--
300.778	0.5153	--	--
301.793	0.5152	--	--
302.798	0.5154	--	--
303.827	0.5172	--	--
304.853	0.5167	--	--
305.862	0.5163	--	--
306.863	0.5169	--	--
307.842	0.5149	--	--
308.809	0.5161	--	--
309.788	0.5175	--	--
310.796	0.5168	--	--
311.796	0.5183	--	--
312.815	0.5187	--	--
313.801	0.5184	--	--
314.803	0.5197	--	--
315.797	0.5193	--	--
316.803	0.5198	--	--
317.835	0.5195	--	--
318.83	0.5185	--	--
319.82	0.5194	--	--
320.802	0.5188	--	--
321.795	0.52	--	--
322.803	0.5225	--	--
323.811	0.5221	--	--
324.822	0.5227	--	--
325.813	0.524	--	--
326.798	0.5232	--	--
327.813	0.5254	--	--
328.811	0.5273	--	--
329.812	0.5271	--	--
330.809	0.5278	--	--
331.803	0.5271	--	--
332.793	0.5268	--	--
333.795	0.527	--	--
334.778	0.5273	--	--
335.771	0.529	--	--
336.777	0.5289	--	--
337.761	0.5295	--	--
338.774	0.5312	--	--
339.775	0.5309	--	--
340.767	0.5327	--	--
341.771	0.5344	--	--
342.786	0.5342	--	--
343.792	0.5358	--	--
344.798	0.5371	--	--
345.808	0.5369	--	--
346.808	0.5383	--	--
347.79	0.5389	--	--
348.793	0.5398	--	--
349.8	0.5412	--	--
350.789	0.5418	--	--
351.797	0.5429	--	--
352.791	0.5426	--	--
353.785	0.5441	--	--
354.799	0.5466	--	--
355.816	0.5462	--	--
356.824	0.5471	--	--
357.828	0.5475	--	--
358.832	0.5465	--	--
359.827	0.5486	--	--
360.814	0.5507	--	--
361.807	0.5517	--	--
362.783	0.553	--	--
363.764	0.5535	--	--
364.774	0.5543	--	--
365.771	0.5551	--	--
366.768	0.5561	--	--
367.803	0.5583	--	--
368.803	0.5576	--	--
369.793	0.5583	--	--
370.821	0.56	--	--
371.792	0.5592	--	--
372.793	0.5622	--	--
373.81	0.5644	--	--
374.801	0.5645	--	--
375.794	0.5665	--	--
376.783	0.5677	--	--
377.762	0.5687	--	--
378.752	0.5711	--	--
379.766	0.5733	--	--
380.789	0.5749	--	--
381.807	0.5757	--	--
382.825	0.5762	--	--
383.815	0.5772	--	--
384.784	0.5773	--	--
385.772	0.5787	--	--
386.756	0.5811	--	--
387.759	0.5809	--	--
388.767	0.5825	--	--
389.764	0.5836	--	--
390.748	0.5832	--	--
391.742	0.586	--	--
392.751	0.5883	--	--
393.774	0.5899	--	--
394.789	0.592	--	--
395.799	0.5928	--	--
396.807	0.5937	--	--
397.822	0.595	--	--
398.834	0.5964	--	--
399.861	0.5987	--	--
400.858	0.5994	--	--
401.823	0.6004	--	--
402.823	0.6021	--	--
403.81	0.6021	--	--
404.818	0.6036	--	--
405.841	0.6062	--	--
406.837	0.606	--	--
407.856	0.6075	--	--
408.853	0.6082	--	--
409.84	0.6075	--	--
410.852	0.6094	--	--
411.829	0.6106	--	--
412.83	0.6119	--	--
413.845	0.6135	--	--
414.832	0.6141	--	--
415.829	0.6155	--	--
416.837	0.6161	--	--
417.825	0.6172	--	--
418.841	0.6197	--	--
419.847	0.6197	--	--
420.824	0.6204	--	--
421.814	0.6213	--	--
422.778	0.6202	--	--
423.755	0.6213	--	--
424.763	0.6221	--	--
425.76	0.6226	--	--
426.766	0.6232	--	--
427.778	0.6234	--	--
428.766	0.6243	--	--
429.775	0.6252	--	--
430.776	0.6263	--	--
431.78	0.6279	--	--
432.798	0.6278	--	--
433.803	0.6272	--	--
434.803	0.6277	--	--
435.794	0.6257	--	--
436.769	0.6254	--	--
437.763	0.6262	--	--
438.77	0.6251	--	--
439.769	0.6257	--	--
440.762	0.6255	--	--
441.754	0.6247	--	--
442.752	0.6247	--	--
443.757	0.6253	--	--
444.771	0.6267	--	--
445.774	0.6267	--	--
446.771	0.6267	--	--
447.76	0.627	--	--
448.759	0.6259	--	--
449.76	0.6258	--	--
450.766	0.6266	--	--
451.77	0.6251	--	--
452.787	0.6249	--	--
453.784	0.6249	--	--
454.78	0.6231	--	--
455.768	0.6238	--	--
456.743	0.6239	--	--
457.752	0.623	--	--
458.773	0.623	--	--
459.786	0.6213	--	--
460.793	0.6201	--	--
461.785	0.6197	--	--
462.769	0.6195	--	--
463.775	0.6205	--	--
464.772	0.62	--	--
465.786	0.6201	--	--
466.782	0.6207	--	--
467.77	0.6192	--	--
468.774	0.6199	--	--
469.762	0.62	--	--
470.742	0.6189	--	--
471.75	0.6189	--	--
472.754	0.6186	--	--
473.744	0.6174	--	--
474.77	0.6176	--	--
475.75	0.6181	--	--
476.75	0.618	--	--
477.752	0.6182	--	--
478.724	0.6178	--	--
479.743	0.6185	--	--
480.74	0.6182	--	--
481.771	0.6193	--	--
482.805	0.6208	--	--
483.806	0.6197	--	--
484.809	0.6199	--	--
485.797	0.6198	--	--
486.794	0.6188	--	--
487.788	0.6197	--	--
488.778	0.6205	--	--
489.75	0.6197	--	--
490.736	0.6201	--	--
491.736	0.6201	--	--
492.719	0.6198	--	--
493.738	0.6209	--	--
494.747	0.6218	--	--
495.76	0.624	--	--
496.782	0.6246	--	--
497.782	0.6246	--	--
498.767	0.6253	--	--
499.762	0.6244	--	--
500.761	0.6249	--	--
501.76	0.6267	--	--
502.774	0.6268	--	--
503.785	0.6276	--	--
504.784	0.629	--	--
505.79	0.629	--	--
506.802	0.6303	--	--
507.784	0.6308	--	--
508.799	0.6317	--	--
509.811	0.6316	--	--
510.803	0.6306	--	--
511.799	0.6311	--	--
512.791	0.6302	--	--
513.778	0.6315	--	--
514.779	0.6341	--	--
515.775	0.6345	--	--
516.76	0.6359	--	--
517.765	0.637	--	--
518.742	0.6367	--	--
519.737	0.639	--	--
520.746	0.6408	--	--
521.74	0.6418	--	--
522.759	0.6434	--	--
523.748	0.6433	--	--
524.749	0.6435	--	--
525.738	0.644	--	--
526.721	0.6447	--	--
527.726	0.6467	--	--
528.725	0.6475	--	--
529.714	0.6487	--	--
530.73	0.6506	--	--
531.751	0.6505	--	--
532.748	0.6521	--	--
533.752	0.6538	--	--
534.76	0.6539	--	--
535.757	0.6556	--	--
536.745	0.6565	--	--
537.745	0.657	--	--
538.731	0.6586	--	--
539.712	0.66	--	--
540.723	0.662	--	--
541.697	0.6632	--	--
542.68	0.664	--	--
543.685	0.6661	--	--
544.671	0.6674	--	--
545.695	0.6696	--	--
546.714	0.6734	--	--
547.697	0.6744	--	--
